play_id,PlayOfGame,yardline_100,game_seconds_remaining,drive,qtr,down,ydstogo,yards_gained,shotgun,no_huddle,qb_dropback,Run To Left,Run To Right,Run Gap Center,Run Gap End,Run Gap Middle Right,score_differential_post
1365,30,40,2259,5,2,1,10,25,0,0,0,1,0,0,1,0,-7
1388,31,15,2210,5,2,1,10,4,0,0,0,0,0,1,0,0,-7
1461,33,3,2161,5,2,1,3,2,1,0,0,1,0,0,0,1,-7
1669,38,63,2000,7,2,1,10,3,0,0,0,1,0,0,1,0,-7
2509,51,60,1443,10,3,1,10,-2,1,0,0,0,1,0,0,1,-14
2610,55,48,1334,10,3,2,10,4,1,0,1,0,1,0,0,1,-14
2642,56,39,1309,10,3,1,10,-2,1,0,0,0,1,0,0,1,-14
2970,61,87,953,12,3,1,10,3,1,0,0,1,0,0,0,0,-14
3013,62,79,931,12,3,1,10,3,0,0,0,0,1,0,0,1,-14
3405,70,75,585,16,4,1,10,4,1,0,0,1,0,0,1,0,-14
3426,71,71,562,16,4,2,6,4,1,1,0,1,0,0,0,1,-14
3638,79,24,434,16,4,1,10,3,1,0,0,0,1,0,0,1,-14
3763,84,9,366,16,4,1,9,3,1,1,0,1,0,0,0,1,-14
211,2,74,3433,2,1,1,10,4,1,0,0,1,0,0,0,1,-7
610,7,76,2929,4,1,1,10,7,0,0,0,0,1,0,0,0,-14
631,8,69,2888,4,1,2,3,15,0,0,0,0,1,0,1,0,-14
652,9,54,2857,4,1,1,10,-4,0,0,0,1,0,0,0,0,-14
732,12,42,2748,4,1,1,10,16,0,0,1,1,0,0,1,0,-14
809,14,31,2700,4,2,1,15,4,1,0,0,1,0,0,0,1,-14
1219,21,60,2319,6,2,1,10,5,1,0,0,0,1,0,0,1,-18
1240,22,55,2282,6,2,2,5,4,1,0,0,1,0,0,0,1,-18
1261,23,51,2244,6,2,3,1,0,1,0,0,1,0,0,0,1,-18
1282,24,51,2200,6,2,4,1,3,1,0,0,0,0,1,0,0,-18
1332,26,25,2122,6,2,1,10,8,0,0,0,0,1,0,0,0,-18
1353,27,17,2081,6,2,2,2,2,0,0,0,0,1,0,0,1,-18
1432,30,70,2022,7,2,1,10,13,0,0,0,1,0,0,1,0,-25
1465,31,57,1986,7,2,1,10,9,1,0,0,0,1,0,0,0,-25
1486,32,48,1945,7,2,2,1,7,1,0,0,0,1,0,0,1,-25
1610,37,25,1911,7,2,2,10,8,1,0,0,0,1,0,0,1,-25
1631,38,17,1878,7,2,3,2,3,0,0,0,0,1,0,1,0,-25
1710,42,4,1867,7,2,1,4,-2,1,0,0,1,0,0,0,0,-25
1944,47,70,1800,9,3,1,10,4,0,0,1,0,1,0,1,0,-18
1982,48,66,1763,9,3,2,6,5,0,0,0,0,1,0,0,0,-18
2003,49,61,1716,9,3,3,1,1,0,0,0,0,0,1,0,0,-18
2052,51,52,1660,9,3,2,2,0,1,0,0,0,0,1,0,0,-18
2130,54,36,1565,9,3,2,10,2,1,0,0,0,1,0,0,1,-18
2151,55,34,1524,9,3,3,8,0,1,0,0,0,1,0,0,1,-18
2310,58,75,1388,11,3,1,10,0,0,0,0,1,0,0,1,0,-25
2566,64,75,1213,13,3,1,10,0,0,0,0,1,0,0,0,0,-32
2616,66,61,1139,13,3,1,10,3,1,0,0,0,1,0,0,0,-32
2637,67,58,1102,13,3,2,7,1,0,0,0,1,0,0,0,1,-32
2761,71,51,1019,14,3,2,10,9,0,0,0,0,1,0,1,0,-39
2787,72,42,984,14,3,3,1,4,1,0,0,0,1,0,0,1,-39
2898,76,24,900,14,4,1,10,1,0,0,0,0,1,0,1,0,-39
2919,77,23,863,14,4,2,9,2,0,0,0,0,1,0,0,0,-39
2951,78,21,839,14,4,3,7,1,1,0,1,0,0,1,0,0,-39
3206,81,54,459,16,4,2,4,5,1,0,0,0,1,0,0,1,-39
3227,82,49,415,16,4,1,10,6,0,0,0,1,0,0,1,0,-39
3281,84,28,372,16,4,1,10,6,0,0,0,0,1,0,1,0,-39
3306,85,22,336,16,4,2,4,3,0,0,0,0,1,0,0,1,-39
3327,86,19,290,16,4,3,1,1,0,0,0,0,1,0,0,1,-39
3354,87,18,244,16,4,1,10,3,1,0,0,0,0,1,0,0,-39
3584,92,60,69,18,4,1,10,-2,0,0,0,0,1,0,0,0,-36
363,5,85,3270,4,1,1,10,30,0,0,0,0,1,0,0,0,0
417,7,55,3223,4,1,2,10,5,1,0,0,0,1,0,0,0,0
509,11,41,3102,4,1,2,8,4,0,0,0,1,0,0,1,0,0
605,15,18,2973,4,1,2,10,10,1,0,0,1,0,0,0,0,0
626,16,8,2932,4,1,1,8,1,0,0,0,1,0,0,0,0,0
680,18,3,2889,4,1,1,3,3,0,0,0,0,0,1,0,0,6
897,20,69,2688,6,2,1,10,1,0,0,0,0,1,0,0,0,7
1342,25,90,2205,8,2,1,10,10,0,0,0,0,1,0,1,0,0
1363,26,80,2167,8,2,1,10,3,1,0,0,1,0,0,0,1,0
1818,32,65,1891,10,2,1,10,24,1,0,1,0,0,1,0,0,-7
2130,43,57,1765,12,3,1,10,9,0,0,0,0,1,0,1,0,-7
2178,45,48,1740,12,3,3,1,3,1,0,0,0,0,1,0,0,-7
2429,50,45,1463,14,3,1,10,15,1,0,0,0,1,0,1,0,-7
2450,51,30,1428,14,3,1,10,6,1,0,0,0,1,0,1,0,-7
2476,52,24,1401,14,3,2,4,2,0,0,0,1,0,0,1,0,-7
2642,55,68,1219,16,3,1,10,5,0,0,0,0,0,1,0,0,-4
2663,56,63,1184,16,3,2,5,18,0,0,0,0,1,0,1,0,-4
2942,61,85,919,18,3,1,10,2,0,0,0,1,0,0,0,0,-4
2980,62,83,900,18,4,2,8,1,1,0,0,1,0,0,0,1,-4
3342,66,75,552,20,4,1,10,17,0,0,1,0,1,0,1,0,-7
3363,67,58,521,20,4,1,10,-2,0,0,0,0,1,0,1,0,-7
3482,72,33,394,20,4,1,10,6,1,0,0,0,0,1,0,0,-7
74,2,77,3593,1,1,1,10,-1,0,0,0,1,0,0,0,0,0
175,6,72,3468,1,1,1,20,4,1,0,0,1,0,0,0,1,0
376,10,70,3256,3,1,1,10,1,0,0,0,1,0,0,0,0,0
770,14,85,2748,5,1,1,10,2,1,0,0,1,0,0,0,0,0
791,15,83,2706,5,1,2,8,2,1,0,0,0,0,1,0,0,0
864,17,75,2696,5,2,1,10,-2,0,0,0,0,0,1,0,0,0
1058,22,99,2406,7,2,2,19,2,0,0,0,0,0,1,0,0,0
1079,23,97,2365,7,2,3,17,6,1,0,0,1,0,0,0,1,0
1370,26,69,1993,9,2,1,10,7,1,0,1,1,0,0,1,0,-3
1916,34,58,1827,11,2,3,3,1,1,0,0,1,0,0,1,0,4
2127,37,61,1709,14,3,1,10,1,0,0,0,0,1,0,0,1,4
2358,42,77,1563,16,3,1,10,9,1,0,0,0,1,0,1,0,-3
2384,43,68,1532,16,3,2,1,14,1,0,0,0,0,1,0,0,-3
2405,44,54,1486,16,3,1,10,4,0,0,0,0,1,0,0,1,-3
2450,46,39,1406,16,3,1,10,5,1,0,0,1,0,0,0,1,-3
2536,49,15,1337,16,3,1,10,3,0,0,0,0,1,0,1,0,-3
2786,54,60,1102,18,3,1,10,1,1,0,0,1,0,0,0,0,0
3033,59,85,900,20,4,2,10,7,1,0,0,0,1,0,0,1,0
3360,63,75,719,22,4,1,10,0,0,0,0,0,1,0,0,1,-3
3455,67,50,607,22,4,1,15,11,1,0,0,1,0,0,0,1,-3
3476,68,39,571,22,4,2,4,9,0,0,0,0,1,0,1,0,-3
410,4,57,3202,2,1,1,10,-1,1,0,0,0,1,0,0,1,-3
597,8,62,2983,4,1,1,10,5,1,0,0,0,1,0,0,0,-3
642,10,51,2900,4,1,1,10,6,1,0,0,0,1,0,0,1,-3
953,18,36,2607,6,2,2,1,3,1,0,0,0,1,0,1,0,4
1002,20,31,2531,6,2,2,8,0,1,0,0,0,1,0,0,1,4
1414,27,79,2037,8,2,1,10,0,1,0,0,1,0,0,0,1,7
1600,34,5,1909,8,2,2,5,5,1,0,0,1,0,0,0,1,13
2105,40,53,1759,11,3,2,1,3,1,0,0,0,1,0,0,1,11
2126,41,50,1719,11,3,1,10,3,1,0,0,0,1,0,0,0,11
2483,49,65,1437,13,3,1,10,-4,0,0,0,1,0,0,0,0,11
2834,60,58,1234,15,3,1,10,2,1,0,0,0,0,1,0,0,13
2889,62,56,1194,15,3,2,8,7,1,0,0,0,0,1,0,0,13
2930,64,49,1161,15,3,3,1,2,0,0,1,0,1,0,1,0,13
3078,66,57,950,17,3,1,10,2,0,0,0,0,1,0,0,0,16
3279,71,60,769,19,4,1,10,3,1,0,0,0,1,0,0,1,16
3300,72,57,728,19,4,2,7,3,0,0,0,0,1,0,0,0,16
3679,75,64,382,21,4,1,10,9,0,0,0,1,0,0,0,1,16
3700,76,55,338,21,4,2,1,1,0,0,0,0,1,0,0,1,16
3721,77,54,295,21,4,1,10,-1,1,0,0,1,0,0,0,1,16
3759,79,55,289,21,4,2,11,-2,0,0,0,0,1,0,1,0,16
3797,81,57,282,21,4,3,13,4,1,0,0,0,0,1,0,0,16
75,3,54,3565,1,1,1,10,26,1,0,0,1,0,0,0,0,0
96,4,28,3529,1,1,1,10,1,1,0,0,1,0,0,0,0,0
147,6,13,3448,1,1,1,10,0,1,0,0,1,0,0,0,0,0
476,10,51,3139,3,1,1,10,12,1,0,0,1,0,0,0,0,3
519,12,39,3094,3,1,2,10,2,0,0,0,1,0,0,0,1,3
640,16,60,2989,4,1,1,10,13,0,0,0,0,1,0,0,1,-4
711,19,21,2910,4,1,2,10,-2,1,0,0,0,1,0,0,1,-4
916,23,57,2728,6,1,1,10,2,0,0,0,0,1,0,0,1,-1
982,24,55,2700,6,2,2,8,3,0,0,0,0,1,0,0,1,-1
1081,28,1,2530,6,2,1,1,1,1,1,0,0,0,1,0,0,5
1540,32,82,2192,8,2,1,10,2,1,0,0,0,1,0,0,1,-1
1561,33,80,2153,8,2,2,8,0,1,0,0,1,0,0,0,1,-1
1829,37,66,1994,10,2,1,10,10,1,0,0,1,0,0,1,0,-1
1850,38,56,1952,10,2,1,10,7,0,0,0,1,0,0,1,0,-1
2581,51,78,1592,14,3,2,2,6,0,0,0,1,0,0,0,1,-8
2626,53,68,1510,14,3,2,6,8,1,0,0,0,1,0,0,0,-8
2736,57,31,1362,14,3,2,1,19,1,0,0,1,0,0,0,1,-8
2757,58,12,1315,14,3,1,10,3,0,0,1,0,1,0,1,0,-8
2787,59,9,1281,14,3,2,7,6,0,0,0,0,1,0,0,1,-8
2853,62,3,1252,14,3,4,1,1,1,0,0,0,1,0,0,1,-8
3192,68,76,911,16,3,1,10,4,0,0,0,1,0,0,0,1,-8
3254,70,64,864,16,4,1,10,6,1,0,0,0,1,0,0,1,-8
3275,71,58,820,16,4,2,4,2,1,0,0,0,1,0,0,1,-8
3296,72,56,777,16,4,3,2,6,1,0,0,0,0,1,0,0,-8
3317,73,50,740,16,4,1,10,8,0,0,0,1,0,0,0,1,-8
3338,74,42,702,16,4,2,2,17,1,0,0,1,0,0,0,0,-8
3374,75,35,676,16,4,1,10,4,1,0,0,0,1,0,0,1,-8
3478,79,14,563,16,4,2,1,7,1,0,0,1,0,0,0,0,-8
3504,80,7,524,16,4,1,7,1,0,0,0,0,1,0,0,1,-8
3526,81,6,485,16,4,2,6,2,0,0,0,0,1,0,0,1,-8
3573,83,4,440,16,4,4,4,2,1,0,0,0,0,1,0,0,-8
276,2,75,3404,2,1,1,10,2,0,0,0,0,1,0,0,0,-7
297,3,73,3369,2,1,2,8,7,1,0,0,0,0,1,0,0,-7
318,4,66,3324,2,1,3,1,3,1,0,0,0,1,0,0,1,-7
339,5,63,3286,2,1,1,10,2,1,0,0,0,1,0,0,0,-7
360,6,61,3249,2,1,2,8,29,1,0,0,0,1,0,1,0,-7
381,7,32,3199,2,1,1,10,17,0,0,0,1,0,0,0,1,-7
402,8,15,3157,2,1,1,10,4,1,0,0,0,1,0,0,1,-7
423,9,11,3121,2,1,2,6,3,1,0,0,0,0,1,0,0,-7
625,12,65,3016,4,1,1,10,13,1,0,0,0,1,0,1,0,0
646,13,52,2980,4,1,1,10,5,0,0,0,1,0,0,1,0,0
696,15,41,2910,4,1,1,10,5,1,0,0,0,0,1,0,0,0
741,17,17,2830,4,1,1,10,2,1,0,0,1,0,0,0,0,0
785,19,20,2765,4,1,2,13,4,1,0,0,1,0,0,0,1,0
1198,22,65,2481,6,2,1,10,5,1,0,0,0,1,0,0,1,3
1326,26,39,2356,6,2,1,10,3,1,0,0,1,0,0,0,1,3
1371,28,31,2276,6,2,3,2,1,1,0,0,0,1,0,0,1,3
1392,29,30,2234,6,2,4,1,0,1,0,0,0,0,1,0,0,3
1648,31,75,2031,8,2,1,10,0,1,0,0,0,1,0,0,0,0
1669,32,75,1994,8,2,2,10,2,0,0,0,1,0,0,0,0,0
2097,40,75,1793,12,3,2,10,4,1,0,0,0,0,1,0,0,-3
2341,43,88,1572,14,3,1,10,12,0,0,0,0,1,0,1,0,-10
2367,44,76,1535,14,3,1,10,5,0,0,0,1,0,0,1,0,-10
2435,47,55,1455,14,3,1,10,6,0,0,0,1,0,0,0,1,-10
2456,48,49,1417,14,3,2,4,13,1,0,0,1,0,0,0,0,-10
2570,52,75,1341,15,3,1,10,6,0,0,0,0,1,0,1,0,-17
2591,53,69,1308,15,3,2,4,2,1,0,0,0,1,0,0,1,-17
2751,56,72,1141,17,3,1,10,2,0,0,0,1,0,0,0,0,-17
2772,57,70,1106,17,3,2,8,3,1,0,0,1,0,0,1,0,-17
3093,62,71,731,19,4,1,10,2,1,0,0,0,1,0,1,0,-17
3189,66,41,613,19,4,3,2,-2,1,0,0,1,0,0,0,0,-17
3292,70,30,473,19,4,3,1,5,0,0,0,0,1,0,1,0,-17
393,2,75,3212,2,1,1,10,2,1,0,0,0,1,0,0,1,-7
716,7,76,2994,4,1,1,10,1,0,0,0,0,1,0,1,0,-14
737,8,75,2968,4,1,2,9,1,0,0,0,0,0,1,0,0,-14
959,13,61,2769,6,1,1,10,4,0,0,0,1,0,0,1,0,-14
1011,15,52,2712,6,1,2,1,3,0,0,0,1,0,0,0,1,-14
1100,18,15,2668,6,2,1,10,3,0,0,0,1,0,0,1,0,-14
1121,19,12,2625,6,2,2,7,8,0,0,0,1,0,0,0,0,-14
1142,20,4,2586,6,2,1,4,2,1,0,0,0,0,1,0,0,-14
1163,21,2,2547,6,2,2,2,1,0,0,0,0,1,0,0,1,-14
1184,22,1,2508,6,2,3,1,-1,0,0,0,0,0,1,0,0,-14
1335,24,64,2356,8,2,1,10,5,0,0,0,0,1,0,1,0,-11
1356,25,59,2321,8,2,2,5,2,0,0,0,1,0,0,0,1,-11
1558,29,61,2162,10,2,2,5,0,0,0,0,1,0,0,1,0,-11
2449,52,65,1768,16,3,1,10,0,0,0,0,0,0,1,0,0,-15
2470,53,65,1735,16,3,2,10,3,0,0,0,0,1,0,0,0,-15
2836,58,80,1404,18,3,1,15,9,1,0,0,1,0,0,0,0,-22
2900,61,57,1287,18,3,1,10,1,1,0,0,0,1,0,0,1,-22
2972,64,41,1213,18,3,1,10,0,1,0,0,0,0,1,0,0,-22
3240,70,43,964,20,3,1,10,0,0,0,0,1,0,0,0,0,-16
3647,75,55,630,22,4,1,10,2,1,0,0,0,0,1,0,0,-23
3695,77,37,577,22,4,1,10,0,0,0,0,0,1,0,1,0,-23
3767,80,24,499,22,4,2,10,5,1,0,0,0,0,1,0,0,-23
4889,110,2,0,25,4,NA,0,2,0,0,0,0,0,1,0,0,0
5043,111,95,462,27,5,1,10,3,1,0,0,0,0,1,0,0,0
5064,112,92,426,27,5,2,7,2,0,0,0,0,1,0,0,0,0
5274,117,63,247,29,5,2,9,3,0,0,0,0,1,0,0,1,0
163,2,79,3506,2,1,1,10,6,1,0,0,0,1,0,0,1,-7
230,5,68,3426,2,1,2,10,3,1,0,0,0,1,0,0,0,-7
275,7,56,3346,2,1,1,10,41,0,0,0,1,0,0,1,0,-7
442,10,85,3229,4,1,1,10,4,0,0,0,0,0,1,0,0,0
463,11,81,3190,4,1,2,6,21,0,0,0,1,0,0,1,0,0
674,18,3,3022,6,1,2,3,0,0,0,0,0,1,0,0,0,0
695,19,3,2988,6,1,3,3,3,1,0,0,0,1,0,0,1,6
974,22,66,2742,8,1,2,10,-4,1,0,0,1,0,0,0,0,6
1036,24,48,2662,8,2,1,10,3,0,0,0,1,0,0,0,0,6
1108,27,36,2599,8,2,1,10,17,1,0,0,0,1,0,0,1,6
1134,28,19,2563,8,2,1,10,4,1,0,0,0,0,1,0,0,6
1184,30,6,2499,8,2,1,6,0,0,0,0,1,0,0,1,0,6
1229,32,5,2415,8,2,3,5,5,1,0,1,1,0,0,1,0,12
1484,35,75,2213,10,2,1,10,2,0,0,0,0,0,1,0,0,10
1505,36,73,2167,10,2,2,8,7,1,0,1,1,0,0,1,0,10
1526,37,66,2124,10,2,3,1,1,0,0,0,0,0,1,0,0,10
1547,38,65,2084,10,2,1,10,-1,1,0,0,1,0,0,0,1,10
1876,46,85,1897,12,2,3,18,5,1,0,0,0,0,1,0,0,4
2023,49,96,1857,14,2,1,10,4,0,0,0,1,0,0,0,1,4
2154,52,75,1800,15,3,1,10,5,0,0,0,0,1,0,1,0,4
2228,55,46,1686,15,3,1,10,2,1,0,0,0,1,0,0,0,4
2342,60,31,1533,15,3,2,22,0,1,0,0,0,0,1,0,0,4
2516,63,51,1353,17,3,1,10,4,0,0,0,0,1,0,1,0,7
2661,65,74,1172,19,3,1,10,-2,0,0,0,1,0,0,1,0,7
2706,67,65,1092,19,3,3,1,2,0,0,0,0,0,1,0,0,7
2727,68,63,1055,19,3,1,10,3,1,0,0,0,0,1,0,0,7
2748,69,60,1015,19,3,2,7,3,1,0,0,1,0,0,0,1,7
2868,73,7,900,19,4,1,7,5,0,0,0,1,0,0,1,0,7
2889,74,2,859,19,4,2,2,2,1,0,0,0,0,1,0,0,13
3315,77,83,429,21,4,1,10,3,1,0,0,0,1,0,1,0,7
3336,78,80,390,21,4,2,7,5,0,0,0,1,0,0,1,0,7
3381,80,59,306,21,4,1,10,6,1,0,0,0,1,0,0,1,7
3402,81,53,262,21,4,2,4,28,1,0,0,0,0,1,0,0,7
3423,82,25,214,21,4,1,10,-2,0,0,0,0,1,0,1,0,7
3444,83,27,170,21,4,2,12,-2,0,0,0,0,1,0,1,0,7
3482,85,29,125,21,4,3,14,1,1,0,0,0,1,0,0,1,7
104,4,62,3552,1,1,1,10,10,1,0,0,1,0,0,1,0,0
125,5,52,3521,1,1,1,10,10,1,0,0,1,0,0,0,1,0
263,10,4,3318,1,1,1,4,4,0,0,0,0,1,0,0,1,6
612,15,76,3011,3,1,1,10,-3,0,0,0,1,0,0,0,1,3
840,19,93,2837,5,1,1,10,3,0,0,0,1,0,0,0,1,3
885,21,72,2758,5,1,1,10,3,0,0,0,0,1,0,0,1,3
1402,26,70,2374,7,2,1,10,9,1,0,0,1,0,0,0,1,-4
1687,30,72,2103,9,2,1,10,2,0,0,0,1,0,0,0,1,-4
2547,47,63,1583,15,3,1,10,15,0,0,0,0,0,1,0,0,-9
2568,48,48,1546,15,3,1,10,3,1,0,0,0,0,1,0,0,-9
2890,55,76,1225,17,3,1,25,2,1,0,0,0,0,1,0,0,-9
3142,63,75,1017,19,3,1,10,8,1,0,0,1,0,0,0,1,-9
3187,65,63,958,19,3,1,10,2,1,1,0,0,0,1,0,0,-9
3282,68,61,894,19,4,1,20,6,1,0,0,0,0,1,0,0,-9
3478,71,75,752,21,4,1,10,6,1,0,0,0,1,0,1,0,-16
3891,83,61,381,23,4,3,26,13,1,1,0,0,1,0,1,0,-23
4145,87,75,182,26,4,1,10,1,0,0,0,0,0,1,0,0,-30
4185,88,74,143,26,4,2,9,5,1,0,0,1,0,0,0,1,-30
4230,89,69,120,26,4,3,4,2,0,0,0,1,0,0,0,0,-30
4251,90,67,81,26,4,4,2,1,0,0,0,0,1,0,0,1,-30
57,2,81,3596,1,1,1,10,8,1,0,0,0,1,0,0,1,0
78,3,73,3559,1,1,2,2,4,1,0,0,1,0,0,0,0,0
180,7,35,3435,1,1,1,10,-2,1,0,0,0,0,1,0,0,0
241,9,4,3383,1,1,1,4,-1,0,0,0,0,0,1,0,0,0
434,13,52,3227,3,1,1,10,2,0,0,0,0,1,0,0,1,3
513,16,35,3172,3,1,1,10,1,0,0,0,0,0,1,0,0,3
716,20,72,3018,5,1,1,10,7,1,0,0,0,1,0,0,0,6
798,23,59,2938,5,1,2,10,5,0,0,0,0,0,1,0,0,6
1260,31,19,2423,7,2,1,10,19,0,0,0,1,0,0,0,0,12
1719,34,75,1976,9,2,1,10,-2,1,0,0,0,1,0,1,0,10
1864,40,56,1909,9,2,3,10,6,1,0,0,1,0,0,1,0,10
2382,50,55,1661,13,3,2,10,8,0,0,0,1,0,0,1,0,13
2579,53,66,1441,15,3,1,10,2,0,0,0,0,0,1,0,0,13
3078,61,67,1022,19,3,2,10,-2,0,0,0,1,0,0,0,0,20
3336,64,57,770,21,4,1,10,15,1,0,0,1,0,0,0,0,20
3362,65,42,736,21,4,1,10,0,0,0,0,0,0,1,0,0,20
3447,68,35,640,21,4,1,15,1,1,0,0,0,1,0,1,0,20
3691,71,84,391,23,4,2,4,-5,0,0,0,1,0,0,1,0,20
3742,73,76,308,23,4,1,10,2,0,0,0,0,1,0,0,1,20
3843,76,64,262,23,4,1,10,0,0,0,0,0,1,0,0,0,20
3925,79,35,162,23,4,2,10,2,0,0,0,0,0,1,0,0,20
75,3,65,3571,1,1,1,10,2,0,0,0,0,1,0,0,0,0
338,10,65,3319,3,1,2,10,9,1,0,0,1,0,0,0,1,0
359,11,56,3284,3,1,3,1,-2,1,0,0,0,1,0,0,1,0
725,14,75,2946,5,1,1,10,12,1,0,0,1,0,0,1,0,-3
817,18,34,2828,5,1,1,10,2,1,0,0,0,1,0,0,0,-3
838,19,32,2790,5,1,2,8,7,1,0,0,0,1,0,0,1,-3
859,20,25,2752,5,1,3,1,2,1,0,0,1,0,0,0,1,-3
1004,25,9,2588,5,2,1,9,2,1,0,0,1,0,0,0,1,-3
1025,26,7,2550,5,2,2,7,2,0,0,0,1,0,0,0,0,-3
1337,30,89,2325,7,2,2,5,1,0,0,0,1,0,0,0,1,0
1622,35,37,2003,9,2,2,10,1,1,0,0,0,1,0,0,1,0
2348,46,75,1540,13,3,1,10,0,1,0,0,0,1,0,0,0,-4
2417,49,64,1422,13,3,1,10,9,1,0,0,0,1,0,0,0,-4
2438,50,55,1386,13,3,2,1,12,1,0,0,0,1,0,0,1,-4
2626,57,6,1222,13,3,2,6,4,1,0,0,0,1,0,0,1,-4
2774,60,51,1111,15,3,1,10,-1,1,0,0,0,0,1,0,0,3
2834,61,52,1070,15,3,2,11,3,1,0,0,0,1,0,0,0,3
3177,65,75,768,17,4,1,10,13,1,0,0,1,0,0,0,0,-4
3198,66,62,732,17,4,1,10,2,1,1,0,0,1,0,0,1,-4
3243,68,41,656,17,4,1,10,1,1,0,0,0,1,0,0,1,-4
3321,71,40,559,17,4,4,9,2,1,0,0,0,1,0,0,0,-4
3625,74,97,352,19,4,2,17,7,1,0,0,1,0,0,0,1,-7
3777,77,57,166,21,4,1,10,2,1,0,0,1,0,0,0,0,-7
3948,83,28,74,21,4,1,10,3,1,0,0,0,1,0,0,1,-7
73,3,75,3597,1,1,2,10,4,1,0,0,1,0,0,0,0,0
257,8,68,3339,3,1,2,10,3,1,0,0,0,1,0,0,0,0
302,10,55,3261,3,1,1,10,-2,1,0,0,1,0,0,1,0,0
323,11,57,3220,3,1,2,12,4,1,0,0,0,1,0,0,0,0
609,21,16,2959,3,1,1,10,6,0,0,0,1,0,0,0,0,0
663,22,10,2920,3,1,2,4,1,1,0,0,0,1,0,0,1,0
868,23,90,2693,5,2,1,10,4,0,0,0,1,0,0,0,1,7
913,25,73,2618,5,2,1,10,-3,1,0,0,0,1,0,0,1,7
1249,30,83,2270,7,2,2,2,10,0,0,0,0,1,0,0,1,7
1320,33,55,2177,7,2,2,10,7,1,0,0,1,0,0,1,0,7
1747,43,8,1830,9,2,4,1,1,0,0,0,0,0,1,0,0,0
1813,46,7,1823,9,2,2,7,1,1,0,1,0,0,1,0,0,0
2173,50,75,1575,12,3,1,10,2,0,0,0,1,0,0,0,1,0
2218,52,14,1489,12,3,1,10,14,0,0,0,0,1,0,0,1,6
2440,54,74,1271,14,3,1,10,17,0,0,0,0,1,0,0,0,7
2461,55,57,1232,14,3,1,10,5,1,0,0,0,1,0,0,1,7
2632,59,48,1096,14,3,1,20,5,1,0,0,0,1,0,0,0,7
2712,62,2,958,14,3,1,2,2,0,0,0,1,0,0,0,0,13
3210,66,88,587,16,4,1,15,88,0,0,0,0,1,0,0,0,12
3421,69,31,495,18,4,1,10,3,0,0,0,1,0,0,0,0,12
3442,70,28,451,18,4,2,7,0,0,0,0,0,1,0,0,1,12
3660,74,80,352,20,4,1,10,-1,0,0,0,1,0,0,0,0,15
3698,76,81,348,20,4,2,11,1,0,0,0,0,1,0,0,0,15
3825,80,39,321,22,4,1,10,5,0,0,0,0,1,0,0,1,15
3846,81,34,279,22,4,2,5,1,0,0,0,0,0,1,0,0,15
3902,83,16,229,22,4,1,10,4,0,0,0,0,0,1,0,0,15
3923,84,12,183,22,4,2,6,11,0,0,0,0,0,1,0,0,15
3944,85,1,137,22,4,1,1,1,0,0,0,1,0,0,0,1,21
124,5,60,3567,1,1,2,15,2,0,0,0,0,0,1,0,0,0
427,10,88,3421,5,1,1,10,3,0,0,0,0,0,1,0,0,-7
783,15,78,3079,7,1,1,10,4,0,0,0,0,1,0,0,1,-14
804,16,74,3041,7,1,2,6,8,0,0,0,1,0,0,0,1,-14
825,17,66,2998,7,1,1,10,4,0,0,0,1,0,0,1,0,-14
851,18,62,2964,7,1,2,6,3,0,0,0,0,1,0,0,1,-14
1038,20,63,2769,9,1,1,10,4,0,0,0,0,0,1,0,0,-14
1130,23,34,2661,9,2,2,10,4,0,0,0,0,1,0,0,1,-14
1179,25,18,2576,9,2,1,10,11,0,0,0,0,1,0,1,0,-14
1204,26,7,2530,9,2,1,7,-5,0,0,0,1,0,0,0,0,-14
1483,32,60,2293,11,2,1,10,2,0,0,0,1,0,0,1,0,-11
1525,34,58,2248,11,2,2,8,37,0,0,0,0,0,1,0,0,-11
1631,38,7,2142,11,2,2,7,1,0,0,0,1,0,0,0,1,-11
2542,49,57,1505,17,3,1,10,2,0,0,0,1,0,0,0,1,-25
3367,57,82,785,21,4,1,10,3,1,0,0,1,0,0,0,0,-25
3440,60,94,680,21,4,3,22,15,1,0,0,0,1,0,0,1,-25
3817,63,75,308,24,4,1,10,3,1,0,0,0,0,1,0,0,-28
3838,64,72,271,24,4,2,7,1,1,0,0,0,0,1,0,0,-28
109,3,18,3565,1,1,1,5,2,0,0,0,1,0,0,0,0,0
159,5,7,3485,1,1,1,7,7,0,0,0,1,0,0,0,0,6
441,8,69,3226,3,1,1,10,5,1,0,0,1,0,0,0,0,1
626,16,11,3032,3,1,1,10,1,1,1,0,0,1,0,0,1,1
647,17,10,2989,3,1,2,9,10,1,0,1,0,1,0,0,1,7
912,20,83,2735,5,1,2,1,52,1,0,0,1,0,0,0,1,8
1267,24,75,2446,7,2,1,10,1,1,0,0,0,1,0,0,1,11
1743,34,39,2088,11,2,1,10,3,0,0,0,1,0,0,0,1,8
1790,35,36,2052,11,2,2,7,6,0,0,0,0,1,0,0,1,8
1811,36,30,2026,11,2,3,1,2,0,1,0,0,1,0,0,1,8
1919,40,12,1920,11,2,1,10,2,0,0,0,1,0,0,0,1,8
2505,47,60,1652,15,3,1,10,-2,1,0,0,0,1,0,0,0,2
