play_id,PlayOfGame,yardline_100,game_seconds_remaining,drive,qtr,down,ydstogo,yards_gained,shotgun,no_huddle,qb_dropback,Run To Left,Run To Right,Run Gap Center,Run Gap End,Run Gap Middle Right,score_differential_post
4173,74,80,389,19,4,2,3,6,1,0,0,0,1,0,0,1,27
4222,76,66,298,19,4,2,2,3,1,0,0,0,1,0,0,1,27
4243,77,63,252,19,4,1,10,63,1,0,0,1,0,0,0,1,33
4416,79,24,149,21,4,1,10,0,1,0,0,0,1,0,0,0,34
4454,80,24,120,21,4,2,10,6,1,0,0,0,1,0,0,1,34
4475,81,18,79,21,4,3,4,9,1,0,0,1,0,0,0,1,34
149,1,55,3515,2,1,1,10,10,1,0,0,0,1,0,0,0,0
170,2,45,3478,2,1,1,10,4,1,0,0,1,0,0,0,1,0
191,3,41,3435,2,1,2,6,16,1,0,0,0,1,0,1,0,0
217,4,25,3394,2,1,1,10,6,1,0,0,0,0,1,0,0,0
238,5,19,3354,2,1,2,4,3,1,0,0,0,0,1,0,0,0
265,6,16,3312,2,1,3,1,4,1,0,0,1,0,0,0,1,0
343,9,12,3216,2,1,2,10,6,1,0,0,0,1,0,0,0,0
560,12,61,3020,4,1,1,10,19,1,0,0,0,1,0,0,0,7
591,13,42,2982,4,1,1,10,10,1,0,0,0,1,0,0,0,7
612,14,32,2944,4,1,1,10,3,1,0,0,0,0,1,0,0,7
658,16,34,2859,4,1,3,12,11,1,0,0,0,0,1,0,0,7
679,17,23,2826,4,1,4,1,5,1,0,0,1,0,0,0,0,7
1381,25,53,2246,6,2,1,5,12,1,0,0,1,0,0,1,0,11
1436,27,34,2179,6,2,2,3,4,1,0,0,0,0,1,0,0,11
1457,28,30,2139,6,2,1,10,29,1,0,0,0,0,1,0,0,11
1506,30,1,2086,6,2,1,1,1,0,0,0,0,0,1,0,0,17
1791,33,75,1915,8,2,1,10,6,1,0,0,0,0,1,0,0,15
1847,35,47,1882,8,2,1,10,12,1,0,0,0,1,0,1,0,15
1873,36,35,1876,8,2,1,10,11,1,0,0,0,1,0,0,0,15
1894,37,24,1844,8,2,1,10,1,1,0,0,0,1,0,0,0,15
2072,43,75,1800,10,3,1,10,4,1,0,0,0,1,0,0,1,22
2093,44,71,1761,10,3,2,6,7,1,0,0,0,1,0,0,0,22
2136,46,64,1715,10,3,2,10,2,1,0,0,1,0,0,1,0,22
2186,48,24,1630,10,3,1,10,2,1,0,0,0,1,0,0,0,22
2207,49,22,1588,10,3,2,8,11,1,0,0,0,0,1,0,0,22
2250,51,11,1536,10,3,2,10,4,1,0,0,0,1,0,0,0,22
2444,54,78,1427,12,3,1,10,7,1,0,0,0,1,0,0,0,29
2469,55,71,1387,12,3,2,3,4,1,0,0,0,0,1,0,0,29
2490,56,67,1349,12,3,1,10,6,1,0,0,1,0,0,0,1,29
2663,60,56,1262,12,3,1,10,2,1,0,0,0,0,1,0,0,29
2701,61,64,1233,12,3,1,18,25,1,0,0,0,1,0,0,0,29
2722,62,39,1187,12,3,1,10,2,1,0,0,1,0,0,0,1,29
2776,64,53,1137,12,3,2,24,10,1,0,1,0,0,1,0,0,29
2797,65,43,1092,12,3,3,14,5,1,0,1,1,0,0,1,0,29
2898,69,18,995,12,3,1,10,2,1,0,0,0,0,1,0,0,29
2919,70,16,951,12,3,2,8,4,1,0,0,0,1,0,0,0,29
3327,76,64,756,14,4,1,10,3,1,0,0,0,1,0,0,0,36
3348,77,61,714,14,4,2,7,5,1,0,0,0,1,0,0,0,36
3369,78,56,677,14,4,3,2,1,1,0,0,0,0,1,0,0,36
3390,79,55,632,14,4,4,1,1,1,0,0,0,0,1,0,0,36
3419,80,54,587,14,4,1,10,1,1,0,0,0,0,1,0,0,36
3440,81,53,543,14,4,2,9,1,1,0,0,0,0,1,0,0,36
3496,83,13,484,14,4,1,10,1,0,0,0,0,0,1,0,0,36
3768,88,63,295,16,4,1,10,1,1,0,0,0,0,1,0,0,39
3789,89,62,251,16,4,2,9,4,1,0,0,0,1,0,0,1,39
265,2,79,3406,2,1,1,10,6,1,0,0,1,0,0,0,1,-7
310,4,72,3340,2,1,3,3,4,1,0,0,1,0,0,0,0,-7
331,5,68,3296,2,1,1,10,11,1,0,0,0,1,0,1,0,-7
559,10,23,3088,4,1,1,10,3,1,0,0,1,0,0,0,0,-7
738,13,84,2953,6,1,1,10,11,1,0,0,0,1,0,0,0,0
794,15,68,2897,6,1,1,5,4,1,0,0,0,1,0,0,1,0
815,16,64,2856,6,1,2,1,8,1,0,0,1,0,0,0,1,0
860,18,49,2789,6,1,2,3,4,1,0,0,0,1,0,0,1,0
928,20,36,2700,6,2,2,1,2,1,0,0,1,0,0,0,0,0
971,22,34,2652,6,2,2,10,7,1,0,0,0,1,0,1,0,0
1030,24,13,2609,6,2,1,10,11,1,0,0,1,0,0,1,0,0
1078,26,2,2566,6,2,2,2,1,1,0,0,0,0,1,0,0,0
1099,27,1,2522,6,2,3,1,1,1,0,0,1,0,0,0,0,6
1338,31,57,2311,8,2,1,10,8,1,0,0,0,1,0,0,1,0
1359,32,49,2271,8,2,2,2,3,1,0,0,1,0,0,0,1,0
1408,34,46,2183,8,2,2,10,4,1,0,0,0,1,0,0,1,0
1429,35,42,2138,8,2,3,6,4,1,0,0,0,1,0,0,1,0
1496,38,36,2081,8,2,1,10,3,1,0,0,0,1,0,0,1,0
1558,40,14,2012,8,2,1,10,1,1,0,0,0,1,0,0,1,0
2009,45,75,1800,10,3,1,10,9,1,0,0,0,1,0,0,0,3
2030,46,66,1763,10,3,2,1,10,1,0,0,0,1,0,0,1,3
2054,47,56,1743,10,3,1,10,13,1,0,0,0,1,0,0,0,3
2075,48,43,1706,10,3,1,10,2,1,0,0,0,1,0,0,1,3
2096,49,41,1669,10,3,2,8,7,1,0,0,0,0,1,0,0,3
2117,50,34,1633,10,3,3,1,14,0,0,0,1,0,0,1,0,3
2550,53,73,1074,12,3,2,8,11,1,0,0,0,1,0,1,0,0
2587,54,62,1059,12,3,1,10,1,1,0,0,1,0,0,0,0,0
2608,55,61,1040,12,3,2,9,-2,1,0,0,0,1,0,0,0,0
2951,58,59,741,14,4,1,10,2,1,0,0,1,0,0,0,0,0
3002,60,45,674,14,4,1,10,3,1,0,0,0,0,1,0,0,0
3238,64,65,388,16,4,1,10,4,1,0,0,0,1,0,0,1,0
3283,66,56,313,16,4,3,1,0,0,0,0,0,1,0,0,1,0
3306,67,56,279,16,4,4,1,3,0,0,0,0,1,0,0,1,0
3331,68,53,244,16,4,1,10,2,1,0,0,1,0,0,0,0,0
3449,73,34,143,16,4,2,5,4,1,0,0,1,0,0,0,1,0
3487,74,30,120,16,4,3,1,2,1,0,0,1,0,0,0,1,0
3510,75,28,80,16,4,1,10,-3,1,0,0,1,0,0,1,0,0
3531,76,31,36,16,4,2,13,0,1,0,0,1,0,0,0,0,0
143,1,80,3510,2,1,1,10,3,1,0,0,1,0,0,0,1,0
188,3,63,3432,2,1,1,10,16,1,0,0,1,0,0,0,0,0
402,8,45,3256,4,1,1,10,4,1,0,0,1,0,0,0,1,0
423,9,41,3222,4,1,2,6,9,1,0,0,0,1,0,0,1,0
444,10,32,3179,4,1,1,10,7,1,0,0,0,1,0,0,0,0
465,11,25,3134,4,1,2,3,7,1,0,0,0,0,1,0,0,0
486,12,18,3095,4,1,1,10,6,1,0,0,0,1,0,0,0,0
507,13,12,3053,4,1,2,4,-6,1,0,0,1,0,0,1,0,0
762,17,63,2896,6,1,2,6,-4,1,0,0,1,0,0,0,0,3
907,20,24,2756,8,1,1,10,3,1,0,0,0,0,1,0,0,3
928,21,21,2723,8,1,2,7,8,1,0,0,1,0,0,0,0,3
1021,22,4,2700,8,2,1,4,2,1,0,0,0,0,1,0,0,3
1042,23,2,2658,8,2,2,2,-1,1,0,0,0,0,1,0,0,3
1470,28,75,2300,10,2,1,10,4,1,0,0,0,1,0,0,1,7
1782,32,94,2007,12,2,1,10,1,1,0,0,0,1,0,1,0,7
1803,33,93,1971,12,2,2,9,3,1,0,0,1,0,0,0,1,7
2145,37,75,1825,14,2,1,10,9,0,0,0,1,0,0,1,0,4
2226,39,75,1800,15,3,1,10,6,1,0,0,1,0,0,0,0,4
2635,47,61,1490,17,3,1,10,1,1,0,0,1,0,0,0,1,8
2690,49,55,1414,17,3,3,4,1,1,0,0,0,1,0,0,1,8
2819,51,71,1255,19,3,1,10,5,1,0,0,1,0,0,0,1,8
2896,54,59,1127,19,3,2,18,5,1,0,0,1,0,0,0,0,8
3329,61,51,891,23,4,1,10,3,1,0,0,0,1,0,0,1,8
3350,62,48,854,23,4,2,7,10,1,0,0,1,0,0,1,0,8
3376,63,38,822,23,4,1,10,1,1,0,0,0,0,1,0,0,8
3436,65,15,759,23,4,1,10,1,1,0,0,0,1,0,0,1,8
3457,66,14,717,23,4,2,9,7,1,0,0,1,0,0,0,0,8
3478,67,7,677,23,4,3,2,3,1,0,0,1,0,0,0,1,8
3505,68,4,633,23,4,1,4,0,1,0,0,0,0,1,0,0,8
3933,72,75,420,25,4,1,10,4,1,0,0,1,0,0,1,0,7
3963,73,71,389,25,4,2,6,3,1,0,0,0,1,0,0,1,7
175,2,65,3466,2,1,1,10,20,1,0,0,1,0,0,0,0,0
201,3,45,3426,2,1,1,10,5,1,0,0,0,0,1,0,0,0
299,6,25,3343,2,1,1,10,2,1,0,0,1,0,0,1,0,0
355,8,16,3265,2,1,3,1,5,1,0,0,1,0,0,0,1,0
381,9,11,3216,2,1,1,10,5,1,0,0,0,1,0,0,0,0
407,10,6,3175,2,1,2,5,6,1,0,0,1,0,0,0,0,6
669,13,61,3004,4,1,2,10,29,1,0,0,0,1,0,0,0,7
690,14,32,2960,4,1,1,10,2,1,0,0,1,0,0,0,1,7
711,15,30,2924,4,1,2,8,25,1,0,1,0,1,0,0,1,7
1105,19,75,2607,6,2,1,10,7,1,0,0,0,1,0,0,1,6
1126,20,68,2568,6,2,2,3,12,1,0,0,1,0,0,0,0,6
1152,21,56,2530,6,2,1,10,4,1,0,0,0,1,0,0,1,6
1272,25,6,2454,6,2,1,6,5,1,0,0,0,1,0,0,1,6
1392,30,1,2383,6,2,NA,0,2,0,0,0,0,0,1,0,0,14
1764,31,93,1914,8,2,1,10,6,1,0,0,0,1,0,0,1,14
1785,32,87,1884,8,2,2,4,0,1,0,0,0,1,0,0,1,14
1973,36,83,1818,10,2,1,10,0,1,0,0,1,0,0,0,1,14
2026,38,75,1800,11,3,1,10,3,1,0,1,1,0,0,0,0,14
2052,39,72,1759,11,3,2,7,4,1,0,0,0,0,1,0,0,14
2229,43,71,1570,13,3,2,1,3,1,0,0,1,0,0,0,0,14
2250,44,68,1527,13,3,1,10,4,1,0,0,1,0,0,0,1,14
2295,46,59,1456,13,3,3,1,0,1,0,0,1,0,0,0,1,14
2641,51,80,1136,17,3,1,10,2,1,0,0,0,1,0,0,1,21
3052,61,97,846,19,4,1,10,8,1,0,0,0,1,0,0,1,28
3090,62,74,824,19,4,1,10,2,1,0,0,0,1,0,0,1,28
3253,67,44,726,20,4,1,10,-3,1,0,0,1,0,0,0,0,22
3332,70,26,648,20,4,1,10,16,1,0,0,1,0,0,0,0,22
3623,75,62,445,22,4,2,10,5,1,0,0,0,1,0,0,0,21
3644,76,57,398,22,4,3,5,2,1,0,0,1,0,0,0,1,21
3867,80,59,242,24,4,1,10,1,1,0,0,0,1,0,0,1,21
3891,81,58,200,24,4,2,9,28,1,0,0,1,0,0,0,1,21
3912,82,30,153,24,4,1,10,2,1,0,0,0,0,1,0,0,21
3950,83,28,120,24,4,2,8,9,1,0,0,0,1,0,0,1,21
3971,84,19,86,24,4,1,10,0,1,0,0,1,0,0,1,0,21
269,1,86,3357,2,1,1,10,27,1,0,0,0,1,0,0,0,0
290,2,59,3311,2,1,1,10,4,1,0,0,0,1,0,0,1,0
335,4,48,3229,2,1,1,10,3,1,0,0,1,0,0,0,0,0
594,9,89,3022,4,1,1,10,11,1,0,0,1,0,0,0,0,0
644,11,72,2956,4,1,2,4,2,1,0,0,0,1,0,0,1,0
665,12,70,2918,4,1,3,2,5,1,0,0,0,1,0,0,0,0
708,14,65,2876,4,1,2,10,10,1,0,0,0,1,0,0,1,0
729,15,55,2837,4,1,1,10,0,1,0,0,0,0,1,0,0,0
1234,17,91,2508,6,2,1,10,9,1,0,0,1,0,0,1,0,-6
1260,18,82,2479,6,2,2,1,6,1,0,0,0,1,0,0,1,-6
1305,20,71,2400,6,2,2,5,1,1,0,0,1,0,0,0,0,-6
1611,25,49,2157,8,2,2,10,4,1,0,1,1,0,0,1,0,-6
2349,42,69,1750,14,3,3,10,15,1,0,1,1,0,0,1,0,8
2370,43,54,1707,14,3,1,10,2,1,0,0,0,1,0,0,1,8
2391,44,52,1669,14,3,2,8,3,1,0,0,1,0,0,0,1,8
2452,46,42,1597,14,3,1,10,0,1,0,0,0,1,0,0,1,8
2473,47,42,1561,14,3,2,10,13,1,0,0,0,0,1,0,0,8
2494,48,29,1518,14,3,1,10,-1,1,0,0,1,0,0,0,0,8
2539,50,22,1434,14,3,3,3,8,1,0,0,1,0,0,0,0,8
2560,51,14,1400,14,3,1,10,2,1,0,0,0,1,0,0,0,8
2960,55,75,1105,16,3,1,10,5,1,0,0,1,0,0,0,1,12
3027,58,61,1013,16,3,1,10,11,1,0,0,0,1,0,0,0,12
3072,60,41,932,16,3,2,1,15,1,0,0,0,1,0,0,0,12
3205,64,2,809,16,4,1,2,0,1,0,0,0,1,0,0,1,12
3226,65,2,766,16,4,2,2,-1,0,0,0,1,0,0,0,1,12
3632,70,84,478,18,4,1,10,7,1,0,0,1,0,0,0,1,9
3653,71,77,438,18,4,2,3,9,1,0,0,1,0,0,1,0,9
3674,72,68,397,18,4,1,10,6,1,0,0,0,1,0,0,1,9
3695,73,62,356,18,4,2,4,10,1,0,0,1,0,0,0,1,9
3716,74,52,314,18,4,1,10,1,1,0,0,1,0,0,0,1,9
3737,75,51,276,18,4,2,9,8,1,0,1,1,0,0,1,0,9
3758,76,43,231,18,4,3,1,10,1,0,0,0,1,0,0,0,9
3782,77,18,225,18,4,1,10,18,1,0,0,0,1,0,0,0,15
3938,79,80,167,20,4,1,10,7,1,0,0,0,1,0,0,0,16
3959,80,73,157,20,4,2,3,4,1,0,0,0,1,0,0,1,16
3997,82,69,150,20,4,1,10,2,1,0,0,0,1,0,0,1,16
4035,84,67,143,20,4,2,8,4,1,0,0,1,0,0,1,0,16
4073,85,63,120,20,4,3,4,5,1,0,0,0,1,0,0,0,16
58,2,67,3594,1,1,1,10,5,1,0,0,0,1,0,0,1,0
79,3,62,3560,1,1,2,5,4,1,0,0,1,0,0,0,1,0
100,4,58,3517,1,1,3,1,1,1,0,0,0,1,0,0,1,0
121,5,57,3473,1,1,1,10,3,1,0,0,0,1,0,0,0,0
165,7,49,3424,1,1,2,2,9,1,0,0,1,0,0,1,0,0
191,8,40,3389,1,1,1,10,6,1,0,0,0,1,0,0,1,0
212,9,34,3345,1,1,2,4,13,1,0,0,0,1,0,0,1,0
233,10,21,3305,1,1,1,10,0,1,0,0,0,1,0,0,1,0
254,11,21,3263,1,1,2,10,2,1,0,0,1,0,0,0,1,0
411,14,65,3124,3,1,1,10,3,1,0,0,0,1,0,0,1,3
456,16,47,3049,3,1,1,10,1,1,0,0,0,1,0,0,0,3
477,17,46,3004,3,1,2,9,4,1,0,0,0,1,0,0,1,3
498,18,42,2959,3,1,3,5,38,1,0,0,0,1,0,0,1,3
519,19,4,2914,3,1,1,4,0,1,0,0,0,1,0,1,0,3
911,24,75,2570,5,2,1,10,1,1,0,0,1,0,0,0,0,-1
956,26,66,2489,5,2,3,1,9,1,0,0,0,1,0,0,1,-1
1330,32,80,2116,7,2,1,10,16,1,0,1,0,1,0,1,0,-1
1356,33,64,2081,7,2,1,10,4,1,0,0,1,0,0,0,0,-1
1410,35,45,2034,7,2,1,10,-2,1,0,0,0,1,0,0,1,-1
1477,38,27,1938,7,2,1,10,4,1,0,0,0,1,0,0,1,-1
1515,39,23,1920,7,2,2,6,-1,1,0,0,0,0,1,0,0,-1
1813,48,8,1826,9,2,1,8,8,1,0,0,0,0,1,0,0,8
2016,50,82,1742,12,3,1,10,14,1,0,0,0,1,0,0,1,9
2059,52,68,1701,12,3,2,10,0,1,0,0,0,1,0,0,1,9
2349,55,68,1445,14,3,2,3,3,0,0,0,1,0,0,0,1,6
2370,56,65,1401,14,3,1,10,15,1,0,0,0,1,0,0,1,6
2600,62,63,1062,16,3,1,10,1,1,0,0,0,1,0,0,1,6
2672,65,57,1017,16,3,3,4,8,1,0,0,0,1,0,0,1,6
2693,66,49,975,16,3,1,10,13,1,0,0,0,0,1,0,0,6
2714,67,36,935,16,3,1,10,1,1,0,0,0,0,1,0,0,6
2776,69,29,856,16,4,3,3,0,1,0,0,1,0,0,0,1,6
3037,71,98,674,18,4,1,10,3,1,0,0,0,1,0,0,1,9
3102,74,89,592,18,4,3,1,0,1,0,0,1,0,0,1,0,9
3123,75,89,559,18,4,4,1,2,0,0,0,0,0,1,0,0,9
3152,76,87,547,18,4,1,10,5,1,0,0,0,0,1,0,0,9
3179,77,82,509,18,4,2,5,6,1,0,0,0,1,0,0,1,9
3200,78,76,465,18,4,1,10,1,1,0,0,0,1,0,0,1,9
3221,79,75,423,18,4,2,9,2,1,0,0,0,1,0,0,1,9
3242,80,73,377,18,4,3,7,5,1,0,0,1,0,0,1,0,9
3632,86,61,248,21,4,2,10,2,1,0,0,0,1,0,0,1,18
3653,87,59,205,21,4,3,8,10,1,0,0,0,1,0,0,1,18
3674,88,49,161,21,4,1,10,2,1,0,0,0,1,0,0,1,18
3712,89,47,120,21,4,2,8,2,1,0,0,1,0,0,0,1,18
3744,90,45,77,21,4,3,6,0,0,0,0,0,1,0,1,0,18
554,15,37,3132,4,1,2,15,4,1,0,1,1,0,0,1,0,-6
598,16,70,3294,4,1,2,5,3,1,0,1,0,1,0,1,0,-6
610,17,33,3094,4,1,3,11,8,1,1,1,0,0,1,0,0,-6
776,22,36,3191,4,1,3,4,4,1,0,1,0,1,0,1,0,-6
1068,24,62,2735,6,1,1,10,1,0,0,0,0,0,1,0,0,-6
1455,28,95,2331,8,2,1,10,9,0,0,0,0,0,1,0,0,-6
1476,29,86,2294,8,2,2,1,1,0,0,0,1,0,0,0,1,-6
1659,36,45,2120,8,2,2,10,8,1,0,1,0,0,1,0,0,-6
1680,37,37,2079,8,2,3,2,1,0,0,0,0,0,1,0,0,-6
1701,38,36,2035,8,2,4,1,0,0,0,0,0,0,1,0,0,-6
2460,45,98,1621,14,3,1,10,-2,0,0,0,1,0,0,0,1,-8
2876,47,75,1321,16,3,1,10,1,0,0,0,0,1,0,0,1,-16
2909,48,69,1301,16,3,1,10,20,0,0,0,1,0,0,1,0,-16
2935,49,49,1265,16,3,1,10,0,1,0,0,1,0,0,0,0,-16
3040,53,23,1183,16,3,1,10,-2,0,0,0,1,0,0,1,0,-16
3326,57,85,894,18,4,1,10,7,1,0,0,1,0,0,0,0,-13
3347,58,78,861,18,4,2,3,23,0,0,0,1,0,0,0,0,-13
3436,61,35,758,18,4,2,4,12,1,0,0,1,0,0,1,0,-13
3486,63,18,672,18,4,2,5,15,0,0,0,0,1,0,0,0,-13
3507,64,3,627,18,4,1,3,3,0,0,1,0,1,0,1,0,-7
3803,68,72,309,20,4,3,2,8,1,0,0,1,0,0,1,0,-6
4317,76,40,72,22,4,1,10,1,0,0,0,0,1,0,0,1,1
4355,78,39,67,22,4,2,9,2,0,0,0,0,1,0,0,1,1
4393,80,37,62,22,4,3,7,2,0,0,0,0,1,0,0,1,1
193,2,75,3456,2,1,1,10,4,0,0,0,0,1,0,0,1,-7
388,6,75,3269,4,1,1,10,4,0,0,0,1,0,0,1,0,-7
438,8,63,3199,4,1,1,10,5,0,0,1,0,1,0,1,0,-7
464,9,58,3165,4,1,2,5,1,0,0,0,1,0,0,1,0,-7
562,13,19,3013,4,1,2,7,8,1,0,0,1,0,0,0,1,-7
583,14,11,2973,4,1,1,10,5,1,0,1,0,1,0,0,0,-7
604,15,6,2929,4,1,2,5,6,1,0,0,0,1,0,1,0,-1
858,21,38,2759,6,1,1,10,9,0,0,0,0,1,0,0,1,0
879,22,29,2720,6,1,2,1,0,0,0,0,1,0,0,0,1,0
1032,28,14,2610,6,2,1,10,14,0,0,0,1,0,0,1,0,6
1197,30,98,2516,8,2,1,10,1,0,0,0,0,1,0,0,1,7
1271,33,73,2403,8,2,2,1,4,0,0,0,0,1,0,0,1,7
1826,39,62,1909,10,2,1,10,-2,1,0,0,1,0,0,1,0,14
2121,49,75,1800,13,3,1,10,3,1,0,0,0,1,0,0,0,14
2554,54,91,1375,15,3,1,15,8,1,0,0,0,0,1,0,0,14
2608,56,74,1339,15,3,1,10,2,0,0,0,0,1,0,0,0,14
3258,67,63,677,19,4,1,10,16,1,0,0,0,1,0,0,0,7
3323,69,57,636,19,4,1,10,9,0,0,1,0,0,1,0,0,7
3344,70,48,592,19,4,2,1,4,0,0,0,1,0,0,0,0,7
3365,71,44,553,19,4,1,10,4,0,0,0,0,1,0,1,0,7
3437,74,23,482,19,4,1,10,20,0,0,0,1,0,0,1,0,7
3463,75,3,450,19,4,1,3,0,0,0,0,0,1,0,0,1,7
3558,79,2,396,19,4,1,2,1,0,0,0,0,1,0,1,0,7
3579,80,1,356,19,4,2,1,1,0,0,0,1,0,0,0,1,13
3795,82,42,301,21,4,1,10,0,0,0,0,1,0,0,0,1,14
3856,85,47,296,21,4,2,15,4,0,0,0,1,0,0,1,0,14
3885,86,43,291,21,4,3,11,3,1,0,0,1,0,0,1,0,14
4088,90,99,214,23,4,1,11,3,0,0,0,0,1,0,0,1,14
4126,92,96,209,23,4,2,8,9,0,0,0,1,0,0,0,1,14
4147,93,87,164,23,4,1,10,3,0,0,0,0,0,1,0,0,14
4185,94,84,120,23,4,2,7,6,0,0,0,0,1,0,0,0,14
4206,95,78,78,23,4,3,1,-2,0,0,0,0,1,0,1,0,14
245,6,83,3446,3,1,1,10,12,0,0,0,0,0,1,0,0,0
266,7,71,3407,3,1,1,10,3,0,0,0,0,1,0,0,1,0
350,10,63,3312,3,1,1,15,-2,1,0,0,0,1,0,0,1,0
454,14,29,3183,3,1,2,1,-1,0,0,0,0,1,0,0,0,0
721,19,49,3000,5,1,1,10,0,0,0,0,0,1,0,0,0,0
746,20,49,2960,5,1,2,10,4,1,0,0,0,1,0,1,0,0
1129,27,67,2760,7,1,1,15,9,0,0,0,0,1,0,1,0,8
1150,28,58,2721,7,1,2,6,9,0,0,0,1,0,0,1,0,8
1217,29,49,2700,7,2,1,10,8,0,0,0,0,1,0,0,0,8
1238,30,41,2663,7,2,2,2,8,0,0,0,0,1,0,1,0,8
1385,35,16,2477,7,2,2,7,0,1,0,0,0,0,1,0,0,8
1515,38,38,2420,9,2,1,10,4,1,0,0,1,0,0,0,0,11
1536,39,34,2379,9,2,2,6,4,0,0,0,0,0,1,0,0,11
1692,45,15,2251,9,2,1,10,2,0,0,0,1,0,0,1,0,11
1858,46,44,2105,11,2,1,10,1,0,0,0,0,0,1,0,0,11
1907,48,33,2022,11,2,1,10,0,0,0,0,0,0,1,0,0,11
2289,53,80,1883,13,2,1,5,7,1,0,0,1,0,0,1,0,14
2391,55,67,1839,13,2,2,4,11,1,1,1,0,0,1,0,0,14
2797,61,92,1670,16,3,1,10,3,0,0,0,0,0,1,0,0,14
2818,62,89,1637,16,3,2,7,15,0,0,0,0,0,1,0,0,14
2856,64,74,1597,16,3,1,10,5,0,0,0,1,0,0,1,0,14
2877,65,69,1559,16,3,2,5,4,0,0,0,0,0,1,0,0,14
2919,67,65,1513,16,3,3,1,-3,1,0,0,0,1,0,0,0,14
3243,73,75,1250,20,3,1,10,22,0,0,0,0,0,1,0,0,7
3264,74,53,1227,20,3,1,10,3,1,0,0,0,0,1,0,0,7
3285,75,50,1189,20,3,2,7,10,1,0,0,1,0,0,0,0,7
3800,81,75,747,22,4,1,10,9,1,0,0,1,0,0,0,1,0
3821,82,66,713,22,4,2,1,2,0,0,0,0,1,0,0,0,0
3842,83,64,688,22,4,1,10,1,0,0,0,0,0,1,0,0,0
3891,85,59,606,22,4,3,5,4,1,0,1,1,0,0,1,0,0
4220,90,22,223,24,4,1,10,6,1,1,1,0,1,0,1,0,-3
4241,91,16,189,24,4,2,4,8,1,1,1,1,0,0,1,0,-3
4262,92,8,140,24,4,1,8,0,1,0,0,0,0,1,0,0,-3
4300,93,8,120,24,4,2,8,7,1,0,0,0,1,0,0,0,-3
4338,95,1,114,24,4,3,1,1,0,0,0,1,0,0,0,1,3
252,4,71,3457,2,1,1,10,9,0,0,0,0,1,0,0,1,0
273,5,62,3420,2,1,2,1,2,0,0,0,1,0,0,0,1,0
668,11,68,3145,4,1,2,15,1,1,0,0,0,0,1,0,0,-6
790,15,75,3082,5,1,1,10,28,0,0,0,0,0,1,0,0,-13
815,16,47,3042,5,1,1,10,1,0,0,0,0,1,0,0,0,-13
864,18,36,2965,5,1,1,10,1,0,0,0,0,0,1,0,0,-13
1060,23,59,2792,7,1,1,10,2,0,0,0,0,1,0,0,1,-13
1081,24,57,2749,7,1,2,8,4,1,0,1,0,0,1,0,0,-13
1352,28,46,2640,9,2,1,10,2,1,0,0,1,0,0,0,0,-13
1373,29,44,2604,9,2,2,8,2,1,0,0,0,0,1,0,0,-13
1996,33,71,2010,11,2,2,1,41,0,0,0,0,1,0,0,1,-13
2040,34,25,1978,11,2,1,10,5,1,0,0,0,1,0,0,1,-13
2268,38,68,1892,13,2,1,10,15,1,0,1,1,0,0,0,1,-10
2685,54,6,1608,14,3,2,6,5,0,0,0,1,0,0,0,1,-10
2714,55,1,1571,14,3,3,1,0,0,0,0,0,0,1,0,0,-10
2735,56,1,1540,14,3,4,1,1,0,0,0,0,0,1,0,0,-4
3200,63,88,1227,18,3,1,10,5,0,0,0,0,0,1,0,0,-3
3221,64,83,1189,18,3,2,5,6,0,0,0,0,0,1,0,0,-3
3614,68,47,912,20,3,1,10,2,0,0,0,0,0,1,0,0,-6
3795,72,17,839,20,4,1,10,1,0,0,0,0,1,0,0,1,-6
3865,74,8,794,20,4,1,8,3,0,0,0,0,0,1,0,0,-6
3933,77,2,694,20,4,3,2,-1,0,0,0,0,1,0,0,1,-6
267,3,60,3354,2,1,2,6,-1,0,0,0,0,1,0,0,0,0
458,7,64,3155,4,1,1,10,4,0,0,0,1,0,0,0,0,0
575,12,41,2995,4,1,4,1,2,0,1,0,0,0,1,0,0,0
664,16,31,2896,4,1,4,2,1,0,0,0,0,0,1,0,0,0
870,17,60,2695,6,2,1,10,6,0,0,0,0,1,0,0,1,0
961,21,47,2573,6,2,3,10,4,1,0,1,0,0,1,0,0,0
1128,23,61,2402,8,2,1,10,5,0,0,0,1,0,0,0,0,0
1197,26,47,2286,8,2,1,10,1,1,0,1,0,0,1,0,0,0
1218,27,46,2245,8,2,2,9,0,0,0,0,0,1,0,0,0,0
1455,33,42,2058,10,2,2,6,2,0,0,0,1,0,0,0,1,0
1944,42,70,1773,13,3,2,5,1,0,1,0,0,1,0,0,0,7
2100,45,70,1602,15,3,1,10,4,1,0,0,0,1,0,0,0,7
2121,46,66,1565,15,3,2,6,5,1,1,1,0,0,1,0,0,7
2545,51,77,1314,17,3,1,10,5,0,0,0,0,0,1,0,0,0
2590,53,65,1236,17,3,1,10,5,1,0,0,0,1,0,0,0,0
2611,54,60,1200,17,3,2,5,2,0,0,0,0,1,0,0,0,0
3121,59,81,712,19,4,2,14,6,1,0,1,0,0,1,0,0,0
3199,62,14,627,19,4,2,10,7,0,0,0,0,1,0,0,1,0
3718,69,71,252,23,4,1,10,-1,0,0,0,1,0,0,1,0,7
